,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request
2709,1.53765E+12,6,3.59022E+11,1,0,103,0,417,24098367783,"{'cpus': 0.02886962890625, 'memory': 0.00650787353515625}"
2710,1.82385E+12,0,2.94545E+11,1,0,103,0,1425,527517874,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2711,83108967280,6,2.19073E+11,0,0,103,0,354,2409626320,"{'cpus': 0.04852294921875, 'memory': 0.00634765625}"
2712,1.4117E+12,3,3.57875E+11,1,0,117,0,24338,2.10002E+11,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
2713,2.05051E+11,2,2.94545E+11,1,0,103,0,1455,2.73481E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2714,1.9341E+12,3,39516992187,2,0,0,0,4869,574474579,"{'cpus': 0.002674102783203125, 'memory': 0.0001850128173828125}"
2715,1.1754E+12,6,3.83602E+11,0,0,107,0,238,19876635129,"{'cpus': 0.003520965576171875, 'memory': 0.00171661376953125}"
2716,35787564064,5,2.60726E+11,2,0,360,2.21495E+11,1820,10455675686,"{'cpus': 0.00250244140625, 'memory': 0.0013027191162109375}"
2717,8.88995E+11,3,7.96037E+11,0,0,0,0,34351,84352594638,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2718,0,2,1516915032,3,0,200,0,184,86262816,"{'cpus': 0.03240966796875, 'memory': 0.028656005859375}"
2719,0,0,3.74676E+11,1,0,105,0,1486,23749238348,"{'cpus': 0.0089874267578125, 'memory': 0.00650787353515625}"
2720,0,2,1.37614E+11,3,0,103,0,1527,13463238,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2721,2.37749E+12,3,3.68871E+11,1,0,117,0,20957,1.83322E+11,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
2722,5.14356E+11,3,14423004927,2,0,0,0,3726,28797538744,"{'cpus': 0.0012416839599609375, 'memory': 0.000194549560546875}"
2723,1.973E+12,0,2.36368E+11,0,0,0,0,122262,29949817238,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2724,1.57095E+12,0,2.88497E+11,3,0,200,2.88497E+11,4605,5673701364,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
2725,1.66519E+12,5,7.84489E+11,1,0,105,0,10648,263449010,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
2726,2.48217E+12,5,3.26535E+11,1,0,107,0,3571,1886958919,"{'cpus': 0.036865234375, 'memory': 0.005706787109375}"
2727,2.33903E+12,1,3.30587E+11,2,1,101,0,800,20737016,"{'cpus': 0.0117645263671875, 'memory': 0.01116943359375}"
2728,1.47859E+11,0,4.53266E+11,0,0,103,0,719,3.21848E+11,"{'cpus': 0.017608642578125, 'memory': 0.0066986083984375}"
2729,2.67527E+12,2,3.72668E+11,2,0,103,0,278,22866507067,"{'cpus': 0.0926513671875, 'memory': 0.0086669921875}"
2730,2.50864E+12,1,3.30587E+11,2,1,101,0,707,1578852597,"{'cpus': 0.009246826171875, 'memory': 0.01116943359375}"
2731,4.48315E+11,3,7.73871E+11,0,0,0,0,10044,9716879115,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2732,3.45187E+11,2,7.81076E+11,2,0,360,6.98303E+11,1208,11273757110,"{'cpus': 0.0139312744140625, 'memory': 0.0013027191162109375}"
2733,1.34764E+12,5,4.91881E+11,2,0,103,0,270,28547757385,"{'cpus': 0.01214599609375, 'memory': 0.014007568359375}"
2734,1.66582E+12,5,7.84489E+11,1,0,105,0,16667,13235430875,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
2735,0,2,19824424858,3,0,200,19824424353,115,17009392533,"{'cpus': 0.0007047653198242188, 'memory': 0.0010528564453125}"
2736,1.8635E+12,3,2.86644E+11,2,0,360,2.21495E+11,626,7256859198,"{'cpus': 0.010467529296875, 'memory': 0.0013027191162109375}"
2737,1.64772E+12,0,1.22697E+11,1,0,200,0,596,25051291592,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
2738,1.42879E+12,6,2.86424E+11,1,1,101,0,619,2.84781E+11,"{'cpus': 0.0316162109375, 'memory': 0.003368377685546875}"
2739,1.34927E+12,5,2.60726E+11,2,0,360,2.21495E+11,1233,21736395218,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
2740,1.79499E+11,3,4.57119E+11,0,0,103,0,8038,20307844935,"{'cpus': 0.00475311279296875, 'memory': 0.005126953125}"
2741,7.54447E+11,6,3.76746E+11,0,1,200,0,91,3.63995E+11,"{'cpus': 0.0079193115234375, 'memory': 0.002857208251953125}"
2742,1.45688E+12,6,7.55687E+11,0,0,105,0,4082,1.57607E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
2743,1.99395E+12,0,1.16647E+11,1,0,200,0,17,1.60783E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
2744,1.6548E+12,5,7.42154E+11,1,0,105,0,10,1.3343E+11,"{'cpus': 0.0005283355712890625, 'memory': 0.001155853271484375}"
2745,1.72826E+12,5,7.57993E+11,0,0,103,0,2705,1.36422E+11,"{'cpus': 0.009368896484375, 'memory': 0.00254058837890625}"
2746,1.99679E+12,2,7.64746E+11,0,0,0,0,46310,19940687776,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2747,1.63111E+12,2,1.22697E+11,1,0,200,0,6379,24851242170,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
2748,2.60743E+12,0,2.94545E+11,1,0,103,0,6230,527368271,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2749,1.0949E+12,2,7.98206E+11,2,0,360,6.98303E+11,2010,13239386576,"{'cpus': 0.01214599609375, 'memory': 0.0013027191162109375}"
2750,1.399E+12,3,3.57875E+11,1,0,117,0,5578,3.46552E+11,"{'cpus': 0.0097808837890625, 'memory': 0.00182342529296875}"
2751,8.86943E+11,6,3.8238E+11,0,0,115,0,676,96915629902,"{'cpus': 0.0016193389892578125, 'memory': 0.002208709716796875}"
2752,0,0,2.88497E+11,3,1,200,0,5494,1.83162E+11,"{'cpus': 0.0, 'memory': 0.00872802734375}"
2753,5.87492E+11,5,7.84956E+11,2,0,360,6.98303E+11,236,46544300696,"{'cpus': 0.01483154296875, 'memory': 0.0013027191162109375}"
2754,1.47504E+12,1,3.30587E+11,2,1,101,0,426,2448088338,"{'cpus': 0.011566162109375, 'memory': 0.01116943359375}"
2755,2.00232E+12,3,3.59738E+11,1,0,200,0,10288,3.32721E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2756,1.08984E+12,0,2.88497E+11,3,0,200,2.88497E+11,7971,19373021642,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
2757,2.59703E+12,0,1.47075E+11,2,0,200,0,1181,2.71364E+11,"{'cpus': 0.00211334228515625, 'memory': 0.00030612945556640625}"
2758,9.59145E+11,0,7.10255E+11,1,0,103,0,5833,7380544954,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2759,6.1266E+11,5,7.7472E+11,2,0,360,6.98303E+11,2030,19534989580,"{'cpus': 0.01470947265625, 'memory': 0.0013027191162109375}"
2760,0,2,3.74676E+11,1,0,119,0,1760,1.04795E+11,"{'cpus': 0.0014972686767578125, 'memory': 0.0068359375}"
2761,2.43339E+12,2,4.99905E+11,2,0,103,0,8042,91054222,"{'cpus': 0.01214599609375, 'memory': 0.0076141357421875}"
2762,0,2,10445022593,3,0,200,0,3502,1.83162E+11,"{'cpus': 0.0102081298828125, 'memory': 0.0155181884765625}"
2763,46185930429,5,4.5523E+11,2,0,103,0,1739,20298779286,"{'cpus': 0.007293701171875, 'memory': 0.00725555419921875}"
2764,7.40736E+11,6,2.2187E+11,0,0,103,0,140,2318901862,"{'cpus': 0.01373291015625, 'memory': 0.022552490234375}"
2765,1.86955E+12,3,14423004927,2,0,0,0,4423,31479323438,"{'cpus': 0.0011272430419921875, 'memory': 0.0002002716064453125}"
2766,1.24955E+11,2,2.94545E+11,1,0,103,0,5943,4242665709,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2767,54238446749,5,3.00836E+11,2,0,360,2.71642E+11,1368,4254418246,"{'cpus': 0.009033203125, 'memory': 0.0013027191162109375}"
2768,7.23623E+11,1,3.46556E+11,1,0,103,0,177,1300170237,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
2769,0,2,2.1255E+11,1,0,200,0,199,122026398,"{'cpus': 0.015228271484375, 'memory': 0.0181884765625}"
2770,86259746860,5,7.69679E+11,2,0,360,6.98303E+11,1834,13726629936,"{'cpus': 0.0134124755859375, 'memory': 0.0013027191162109375}"
2771,1.7255E+12,5,7.57929E+11,0,0,103,0,1932,66621100,"{'cpus': 0.009368896484375, 'memory': 0.002552032470703125}"
2772,2.45641E+12,0,4.95124E+11,2,0,360,3.69592E+11,1154,16668682749,"{'cpus': 0.01922607421875, 'memory': 0.0013027191162109375}"
2773,2.02938E+12,3,39516992187,2,0,0,0,4869,21214422,"{'cpus': 0.002109527587890625, 'memory': 0.0002155303955078125}"
2774,2.19642E+12,3,1.84048E+11,2,0,103,0,591,3.59747E+11,"{'cpus': 0.0242919921875, 'memory': 0.0087738037109375}"
2775,1.96266E+11,0,2.88497E+11,3,0,200,2.88497E+11,2203,1.83359E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
2776,1.08566E+11,3,1.28074E+11,2,0,0,0,1848,2.31742E+11,"{'cpus': 0.002513885498046875, 'memory': 0.00022792816162109375}"
2777,7.23623E+11,1,3.46556E+11,1,0,103,0,9363,19268765661,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
2778,1.97946E+12,2,2.78144E+11,2,0,360,2.21495E+11,62,10449844384,"{'cpus': 0.0216064453125, 'memory': 0.0013027191162109375}"
2779,2.09432E+12,0,3.6866E+11,1,0,103,0,562,19965039447,"{'cpus': 0.002025604248046875, 'memory': 0.003387451171875}"
2780,0,2,2.75445E+11,1,0,117,0,1330,1.69324E+11,"{'cpus': 0.0015850067138671875, 'memory': 0.0017986297607421875}"
2781,1.55038E+12,0,2.85748E+11,0,0,0,0,32538,52184076590,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2782,7.02731E+11,2,4741149133,2,0,200,0,6811,2.13733E+11,"{'cpus': 0.0018482208251953125, 'memory': 0.0003833770751953125}"
2783,1.35041E+12,5,3.14637E+11,2,0,360,2.61561E+11,1573,2.61661E+11,"{'cpus': 0.022308349609375, 'memory': 0.0013027191162109375}"
2784,0,6,1.56608E+11,2,1,105,0,3,34203250259,"{'cpus': 0.0841064453125, 'memory': 0.07421875}"
2785,8.10563E+11,3,11501329961,3,0,200,0,1386,6338928,"{'cpus': 0.0012149810791015625, 'memory': 0.0015468597412109375}"
2786,1.24411E+12,3,2.21406E+11,0,0,0,0,1327,122084580,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2787,2.73006E+11,2,7.81076E+11,2,0,360,6.98303E+11,1108,3702015939,"{'cpus': 0.0135040283203125, 'memory': 0.0013027191162109375}"
2788,3.68819E+11,5,7.81076E+11,2,0,360,6.98303E+11,759,50913104210,"{'cpus': 0.0139312744140625, 'memory': 0.0013027191162109375}"
2789,2.19025E+11,5,3.30587E+11,2,0,360,3.30587E+11,1212,21242378,"{'cpus': 0.021728515625, 'memory': 0.0013027191162109375}"
2790,1.90591E+12,6,2.94471E+11,3,1,200,0,525,1.96868E+11,"{'cpus': 0.06591796875, 'memory': 0.009765625}"
2791,4.51663E+11,2,7.7472E+11,2,0,360,6.98303E+11,515,376999165,"{'cpus': 0.014251708984375, 'memory': 0.0013027191162109375}"
2792,9.98528E+11,5,7.86793E+11,2,0,360,6.98303E+11,391,14161405408,"{'cpus': 0.0151824951171875, 'memory': 0.0013027191162109375}"
2793,7.23623E+11,1,3.46556E+11,1,0,103,0,4277,49149440567,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
2794,0,0,18214888527,3,0,199,18214842668,1235,21988481373,"{'cpus': 0.0, 'memory': 0.04339599609375}"
2795,1.99318E+12,0,2.36368E+11,0,0,0,0,33219,72228212579,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2796,2.45223E+12,3,2.40053E+11,0,0,0,0,33220,17007372328,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2797,8.57772E+11,3,4.63986E+11,1,0,103,0,5312,5454381,"{'cpus': 0.0081024169921875, 'memory': 0.00144195556640625}"
2798,0,2,5.64756E+11,1,0,200,0,3361,52215567248,"{'cpus': 0.00748443603515625, 'memory': 0.0073699951171875}"
2799,1.90903E+12,6,2.35153E+11,0,0,103,0,129,32206422014,"{'cpus': 0.01947021484375, 'memory': 0.02069091796875}"
2800,1.94075E+12,3,3.23374E+11,1,0,200,0,589,10367666366,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2801,0,2,3.15269E+11,1,0,117,0,2948,23790300422,"{'cpus': 0.0091552734375, 'memory': 0.00182342529296875}"
2802,0,2,2.08593E+11,2,0,119,0,385,156487180,"{'cpus': 0.0123291015625, 'memory': 0.0440673828125}"
2803,4.4036E+11,3,36376035925,3,0,200,36376033673,2817,2.26028E+11,"{'cpus': 0.029052734375, 'memory': 0.00457000732421875}"
2804,1.25643E+12,2,3.14637E+11,2,0,360,2.61561E+11,422,2.2166E+11,"{'cpus': 0.019622802734375, 'memory': 0.0013027191162109375}"
2805,80555109330,5,7.0897E+11,2,0,360,6.40849E+11,1406,2.21817E+11,"{'cpus': 0.01544189453125, 'memory': 0.0013027191162109375}"
2806,1.72708E+12,6,2.87661E+11,1,0,103,0,197,3654934556,"{'cpus': 0.0049285888671875, 'memory': 0.010345458984375}"
2807,0,2,1632087718,3,0,200,0,1540,5609190097,"{'cpus': 0.105712890625, 'memory': 0.0416259765625}"
2808,2.41936E+11,1,7.39764E+11,1,0,105,0,790,2.47056E+11,"{'cpus': 0.011932373046875, 'memory': 0.154052734375}"
2809,1.68643E+12,0,7.93077E+11,1,0,200,0,9573,263781275,"{'cpus': 0.0005283355712890625, 'memory': 0.0094757080078125}"
2810,1.43525E+12,2,2.20586E+11,2,0,205,2.20586E+11,66,2.9326E+11,"{'cpus': 0.00823974609375, 'memory': 0.00031757354736328125}"
2811,8.56641E+11,3,7.96037E+11,0,0,0,0,36989,16316755,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2812,1.45865E+12,6,7.55687E+11,0,0,105,0,9296,1.44768E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
2813,6.17074E+11,3,1.28074E+11,2,0,0,0,1848,34144426,"{'cpus': 0.002597808837890625, 'memory': 0.0002231597900390625}"
2814,2.54861E+11,5,3.30587E+11,2,0,360,3.30587E+11,1666,22339895,"{'cpus': 0.021728515625, 'memory': 0.0013027191162109375}"
2815,3.44913E+11,5,7.81076E+11,2,0,360,6.98303E+11,2084,13727054834,"{'cpus': 0.0139312744140625, 'memory': 0.0013027191162109375}"
2816,2.51708E+11,0,1.16647E+11,1,0,200,0,17,2.47052E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
2817,1.07414E+12,5,3.48547E+11,2,0,360,2.71642E+11,1139,1.95282E+11,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}"
2818,2.01526E+12,0,2.36368E+11,0,0,0,0,10661,50510889,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2819,1.19644E+11,4,2.19159E+11,0,0,25,0,0,3302800639,"{'cpus': 0.00026416778564453125, 'memory': 0.000278472900390625}"
2820,1.81504E+12,3,39516992187,2,0,0,0,9548,35892934630,"{'cpus': 0.0027313232421875, 'memory': 0.00020694732666015625}"
2821,1.43724E+12,2,7.55534E+11,1,0,103,0,8358,66621990,"{'cpus': 0.029937744140625, 'memory': 0.023284912109375}"
2822,8.51574E+11,3,7.47887E+11,0,0,0,0,1351,7.49218E+11,"{'cpus': 0.0008096694946289062, 'memory': 0.000762939453125}"
2823,2.25115E+11,0,7.6936E+11,2,0,360,6.98303E+11,704,13726592310,"{'cpus': 0.013397216796875, 'memory': 0.0013027191162109375}"
2824,2.04126E+12,3,1.28074E+11,2,0,0,0,4241,5.58994E+11,"{'cpus': 0.002468109130859375, 'memory': 0.00022602081298828125}"
2825,7.75116E+11,5,7.83307E+11,2,0,360,6.98303E+11,1195,3647926838,"{'cpus': 0.01239013671875, 'memory': 0.0013027191162109375}"
2826,1.24256E+12,3,2.60726E+11,2,0,360,2.21495E+11,112,1.68846E+11,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
2827,0,2,2.73535E+11,0,0,0,0,203,1.69322E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2828,3.53903E+11,5,7.83307E+11,2,0,360,6.98303E+11,203,13876936038,"{'cpus': 0.0155029296875, 'memory': 0.0013027191162109375}"
2829,1.53418E+12,0,1.22697E+11,1,0,200,0,1191,265025815,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
2830,2.50372E+12,0,3.74586E+11,2,0,360,3.30587E+11,577,2448076649,"{'cpus': 0.0116424560546875, 'memory': 0.0013027191162109375}"
2831,2.67557E+12,3,3.2803E+11,0,0,0,0,16844,2.7256E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2832,2.35473E+12,6,3.68969E+11,0,0,118,0,568,123254391,"{'cpus': 0.01214599609375, 'memory': 0.00650787353515625}"
2833,2.64455E+12,3,3.2803E+11,0,0,0,0,87124,1.97322E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2834,0,0,17303899698,2,0,200,0,327,13789088358,"{'cpus': 0.03521728515625, 'memory': 0.0416259765625}"
2835,3.31719E+11,5,2.79358E+11,1,0,103,0,139,6785251120,"{'cpus': 0.009246826171875, 'memory': 0.03948974609375}"
2836,1.26583E+12,0,7.10255E+11,1,0,103,0,17666,291283674,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2837,5.85949E+11,5,3.80757E+11,0,0,105,0,1429,1.04791E+11,"{'cpus': 0.00634002685546875, 'memory': 0.00650787353515625}"
2838,0,2,1.6641E+11,3,0,200,0,866,59494473436,"{'cpus': 0.016204833984375, 'memory': 0.0091094970703125}"
2839,1.00306E+11,5,2.60267E+11,2,0,360,2.21495E+11,1032,21736518286,"{'cpus': 0.0052947998046875, 'memory': 0.0013027191162109375}"
2840,2.4538E+11,3,2.9995E+11,0,0,0,0,5976,10085699637,"{'cpus': 0.016204833984375, 'memory': 0.002605438232421875}"
2841,1.98424E+11,2,7.10255E+11,1,0,103,0,14889,1.75853E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2842,1.61248E+12,6,2.30864E+11,0,0,103,0,390,30215368215,"{'cpus': 0.016632080078125, 'memory': 0.019561767578125}"
2843,0,2,65029769,2,0,360,65029579,562,35810780,"{'cpus': 0.00624847412109375, 'memory': 0.00482177734375}"
2844,0,2,54687713003,3,0,103,0,3156,81758906,"{'cpus': 0.0016193389892578125, 'memory': 0.003253936767578125}"
2845,2.47554E+12,6,3.7042E+11,2,0,103,0,4,19400020241,"{'cpus': 0.046142578125, 'memory': 0.028411865234375}"
2846,1.53331E+12,2,3.84651E+11,1,0,103,0,852,23621055529,"{'cpus': 0.0110015869140625, 'memory': 0.04022216796875}"
2847,1.9079E+12,5,7.72912E+11,0,0,105,0,7573,291024015,"{'cpus': 0.0087127685546875, 'memory': 0.003772735595703125}"
2848,1.63002E+12,6,4.96088E+11,1,0,103,0,83,17440935021,"{'cpus': 0.048583984375, 'memory': 0.0078125}"
2849,71528888468,3,3.15268E+11,0,0,0,0,73431,2.09989E+11,"{'cpus': 0.0141754150390625, 'memory': 0.00390625}"
2850,2.45587E+12,2,2.98891E+11,0,0,0,0,3650,85663524,"{'cpus': 0.0097198486328125, 'memory': 0.0022125244140625}"
2851,1.74958E+12,3,3.14894E+11,0,0,0,0,2978,2.78534E+11,"{'cpus': 0.0081024169921875, 'memory': 0.0078125}"
2852,0,2,2.20586E+11,2,0,215,2.20586E+11,93,1.04792E+11,"{'cpus': 0.003696441650390625, 'memory': 0.001953125}"
2853,1.96879E+12,2,2.36368E+11,0,0,0,0,61252,144982676,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2854,2.56058E+12,2,2.99996E+11,0,0,0,0,1034,21972348997,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2855,2.09527E+12,3,2.0213E+11,3,0,200,0,7524,559960199,"{'cpus': 0.0081024169921875, 'memory': 0.003368377685546875}"
2856,1.1161E+12,5,3.13765E+11,2,0,360,2.61561E+11,921,1230007447,"{'cpus': 0.02191162109375, 'memory': 0.0013027191162109375}"
2857,1.04093E+12,5,2.61562E+11,2,0,360,2.61561E+11,311,10084805949,"{'cpus': 0.0223388671875, 'memory': 0.0013027191162109375}"
2858,2.36453E+12,6,4.99506E+11,0,0,103,0,4573,1711373,"{'cpus': 0.005462646484375, 'memory': 0.0018482208251953125}"
2859,2.03217E+12,2,3.24708E+11,0,0,0,0,4220,1.48045E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2860,1.51026E+11,3,3.15268E+11,0,0,0,0,60298,1.94848E+11,"{'cpus': 0.0141754150390625, 'memory': 0.00390625}"
2861,2.10461E+12,0,1.57857E+11,1,0,103,0,2770,10517788894,"{'cpus': 0.030364990234375, 'memory': 0.1041259765625}"
2862,9.09014E+11,0,1.57857E+11,1,0,103,0,1599,1.76137E+11,"{'cpus': 0.03466796875, 'memory': 0.1041259765625}"
2863,0,2,3.73398E+11,1,0,200,0,37,91961713491,"{'cpus': 0.016204833984375, 'memory': 0.0146026611328125}"
2864,0,2,24808355487,1,0,200,0,189,13789984390,"{'cpus': 0.00748443603515625, 'memory': 0.00553131103515625}"
2865,0,2,2.73535E+11,0,0,0,0,1653,10093204105,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
2866,8.8057E+11,3,2.60726E+11,2,0,360,2.21495E+11,176,3193953741,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
2867,2.54708E+12,3,8.23343E+11,0,0,0,0,3804,5567128847,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
2868,2.91791E+11,6,7.40923E+11,0,0,103,0,97,7.30707E+11,"{'cpus': 0.0810546875, 'memory': 0.00443267822265625}"
2869,1.3943E+12,2,8.00553E+11,2,0,360,6.98303E+11,2446,9712240999,"{'cpus': 0.0114593505859375, 'memory': 0.0013027191162109375}"
2870,2.33124E+12,6,7.76663E+11,0,0,105,0,3046,2.47052E+11,"{'cpus': 0.0016193389892578125, 'memory': 0.00179290771484375}"
2871,0,2,18257400031,3,1,200,0,313,91149296,"{'cpus': 0.017852783203125, 'memory': 0.070068359375}"
2872,7.23623E+11,1,3.46556E+11,1,0,103,0,4574,23075951787,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
2873,1.02644E+12,6,3.82939E+11,0,0,103,0,260,20736666,"{'cpus': 0.008636474609375, 'memory': 0.00191497802734375}"
2874,1.70735E+12,5,7.57793E+11,0,0,103,0,3163,1.75801E+11,"{'cpus': 0.009368896484375, 'memory': 0.002620697021484375}"
2875,1.99421E+12,3,3.23374E+11,2,0,200,0,1932,10068509452,"{'cpus': 0.00647735595703125, 'memory': 0.0015621185302734375}"
2876,0,0,35027605192,1,0,200,35027604027,2072,1.14969E+11,"{'cpus': 0.04632568359375, 'memory': 0.0056304931640625}"
2877,1.64525E+12,6,3.21923E+11,0,0,103,0,196,10085715511,"{'cpus': 0.0164794921875, 'memory': 0.021728515625}"
2878,2.90748E+11,3,2.94545E+11,1,0,103,0,7687,1.46675E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
2879,2.21221E+12,6,2.96993E+11,0,0,103,0,201,21737882798,"{'cpus': 0.09716796875, 'memory': 0.00676727294921875}"
2880,1.91032E+12,3,14423004927,2,0,0,0,1021,19186275468,"{'cpus': 0.0012149810791015625, 'memory': 0.00019550323486328125}"
2881,1.40749E+12,3,1.28074E+11,2,0,25,0,449,1.74728E+11,"{'cpus': 0.002521514892578125, 'memory': 0.00034332275390625}"
2882,1.66265E+11,0,2.21496E+11,2,0,360,2.21495E+11,693,1731996,"{'cpus': 0.01434326171875, 'memory': 0.0013027191162109375}"
2883,1.902E+12,3,3.23372E+11,0,0,0,0,1113,1.74162E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003582000732421875}"
2884,0,2,21861562614,3,0,200,21861561765,177,21458294703,"{'cpus': 0.0081024169921875, 'memory': 0.001750946044921875}"
2885,1.68979E+12,2,39516997747,2,0,0,0,1898,70520580595,"{'cpus': 0.002094268798828125, 'memory': 0.00020599365234375}"
2886,1051616392,3,25911627449,2,0,0,0,2128,28534651574,"{'cpus': 0.001941680908203125, 'memory': 0.00022411346435546875}"
2887,72626429018,6,3.02935E+11,3,0,0,0,55,10511997122,"{'cpus': 0.04052734375, 'memory': 0.00025463104248046875}"
2888,0,0,2399970501,1,0,200,2399969941,4935,10036595345,"{'cpus': 0.002552032470703125, 'memory': 0.000942230224609375}"
2889,1.48068E+12,3,39516992187,2,0,0,0,2938,28995021,"{'cpus': 0.002239227294921875, 'memory': 0.00020885467529296875}"
2890,2.48161E+12,0,1.28142E+11,2,0,103,0,25,1.04792E+11,"{'cpus': 0.05987548828125, 'memory': 0.016937255859375}"
2891,0,0,77793008192,2,0,103,0,9726,123086780,"{'cpus': 0.0015239715576171875, 'memory': 0.00037384033203125}"
2892,1.5689E+12,3,35325365885,3,0,200,35325365859,147,2.13416E+11,"{'cpus': 0.013214111328125, 'memory': 0.003879547119140625}"
2893,1.41582E+12,5,3.57677E+11,2,0,360,2.71642E+11,326,1557093113,"{'cpus': 0.01947021484375, 'memory': 0.0013027191162109375}"
2894,7.23623E+11,1,3.46556E+11,1,0,103,0,6275,4261789214,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
2895,1.94141E+12,2,1.16647E+11,1,0,200,0,40,27366843141,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
2896,1.45459E+12,6,7.55687E+11,0,0,105,0,2862,1.74858E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
2897,1.65702E+12,5,7.84489E+11,1,0,105,0,15829,1132517015,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
2898,1.65755E+12,6,3.13707E+11,3,1,200,0,29,2.7508E+11,"{'cpus': 0.072998046875, 'memory': 0.0134124755859375}"
2899,1.60896E+11,3,1.28074E+11,2,0,0,0,3673,176649428,"{'cpus': 0.00260162353515625, 'memory': 0.00022792816162109375}"
2900,3.95703E+11,3,25911627449,2,0,0,0,4057,1.22516E+11,"{'cpus': 0.002101898193359375, 'memory': 0.000232696533203125}"
2901,4.75297E+11,6,4.60017E+11,0,1,116,0,328,91054197,"{'cpus': 0.01629638671875, 'memory': 0.00362396240234375}"
2902,1.52602E+12,0,1.16647E+11,1,0,200,0,17,2.97522E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
2903,1.73496E+12,2,1.16647E+11,1,0,200,0,17,33173135589,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
2904,1.43718E+12,0,1.22697E+11,1,0,200,0,5012,13240191711,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
2905,5.75932E+11,6,3.76746E+11,0,1,200,0,327,4459282048,"{'cpus': 0.0079193115234375, 'memory': 0.002857208251953125}"
