,time,instance_events_type,collection_id,scheduling_class,collection_type,priority,alloc_collection_id,instance_index,machine_id,resource_request
0,0,2,94591244395,3,1,200,0,144,1.68846E+11,"{'cpus': 0.020660400390625, 'memory': 0.014434814453125}"
1,2.51731E+12,2,2.60698E+11,2,0,360,2.21495E+11,335,85515092,"{'cpus': 0.00724029541015625, 'memory': 0.0013027191162109375}"
2,1.95684E+11,6,2.76227E+11,2,0,103,0,376,1.69322E+11,"{'cpus': 0.048583984375, 'memory': 0.0041656494140625}"
3,0,2,10507389885,3,0,200,0,1977,1.78295E+11,"{'cpus': 0.0704345703125, 'memory': 0.0416259765625}"
4,1.81063E+12,3,25911621841,2,0,0,0,3907,2.31365E+11,"{'cpus': 0.00244903564453125, 'memory': 0.00023174285888671875}"
5,1.62674E+12,6,2.35086E+11,0,0,103,0,345,34202965855,"{'cpus': 0.0615234375, 'memory': 0.00540924072265625}"
6,1.30721E+11,0,2.75445E+11,1,0,117,0,13138,10129440520,"{'cpus': 0.00566864013671875, 'memory': 0.0015621185302734375}"
7,2.37335E+12,3,1.93224E+11,2,0,103,0,393,447672988,"{'cpus': 0.022003173828125, 'memory': 0.0015010833740234375}"
8,1.97021E+12,0,2.36368E+11,0,0,0,0,19760,4236232523,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
9,2.2122E+12,6,2.96993E+11,0,0,103,0,90,20826141104,"{'cpus': 0.09716796875, 'memory': 0.00676727294921875}"
10,36255576255,6,4.54521E+11,0,1,116,0,1758,92336375,"{'cpus': 0.01629638671875, 'memory': 0.0048370361328125}"
11,7.23623E+11,1,3.46556E+11,1,0,103,0,8880,19641579566,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
12,2.04389E+11,3,39516992187,2,0,0,0,3658,3.74219E+11,"{'cpus': 0.0025177001953125, 'memory': 0.00022125244140625}"
13,1.65967E+12,5,7.84489E+11,1,0,105,0,7776,13240065175,"{'cpus': 0.0004405975341796875, 'memory': 0.011016845703125}"
14,3.65677E+11,5,7.84635E+11,2,0,360,6.98303E+11,641,50769016368,"{'cpus': 0.0142059326171875, 'memory': 0.0013027191162109375}"
15,1.12936E+12,5,3.30587E+11,2,0,360,3.30587E+11,882,1.04791E+11,"{'cpus': 0.02288818359375, 'memory': 0.0013027191162109375}"
16,0,2,27762125863,3,0,450,27762125764,37,32343383224,"{'cpus': 0.0, 'memory': 0.00423431396484375}"
17,1.58416E+12,0,2.88497E+11,3,0,200,2.88497E+11,1629,87028529945,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
18,2.96067E+11,1,7.84246E+11,1,0,105,0,2198,5567221068,"{'cpus': 0.0089874267578125, 'memory': 0.016693115234375}"
19,1.16367E+11,2,7.81396E+11,2,0,360,6.98303E+11,247,263475209,"{'cpus': 0.013519287109375, 'memory': 0.0013027191162109375}"
20,2.22092E+12,2,39516997747,2,0,0,0,2249,20738137,"{'cpus': 0.001861572265625, 'memory': 0.00019931793212890625}"
21,1.89221E+12,3,3.59738E+11,1,0,200,0,7339,12064877,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
22,1.04045E+11,5,2.61357E+11,2,0,360,2.21495E+11,2234,394193961,"{'cpus': 0.0056304931640625, 'memory': 0.0013027191162109375}"
23,1.64502E+12,3,2.60726E+11,2,0,360,2.21495E+11,1162,1.69719E+11,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
24,1.10784E+12,5,3.48547E+11,2,0,360,2.71642E+11,773,13606987988,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}"
25,2.91751E+11,6,7.40923E+11,0,0,103,0,406,7.14666E+11,"{'cpus': 0.0810546875, 'memory': 0.00443267822265625}"
26,0,2,5424274343,3,1,200,0,833,43996204375,"{'cpus': 0.03240966796875, 'memory': 0.01690673828125}"
27,1.97289E+12,2,2.36368E+11,0,0,0,0,14858,27145690,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
28,49875509650,6,4.54521E+11,0,1,116,0,814,16458020816,"{'cpus': 0.01629638671875, 'memory': 0.003383636474609375}"
29,1.45698E+12,6,7.55687E+11,0,0,105,0,7590,21471662832,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
30,3.47043E+11,5,7.84956E+11,2,0,360,6.98303E+11,1549,19503490364,"{'cpus': 0.0139312744140625, 'memory': 0.0013027191162109375}"
31,46830230745,0,2.94545E+11,1,0,103,0,7770,2.17542E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
32,0,2,36195154546,3,0,200,36195149360,4818,10511923865,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
33,1.97046E+12,0,2.36368E+11,0,0,0,0,43387,18827640781,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
34,2.52177E+12,6,3.27091E+11,3,1,200,0,31,1.57007E+11,"{'cpus': 0.0, 'memory': 0.0994873046875}"
35,0,0,2.1255E+11,1,0,117,0,3642,34254440201,"{'cpus': 0.00739288330078125, 'memory': 0.0106658935546875}"
36,0,2,7.42309E+11,0,0,103,0,932,5567043389,"{'cpus': 0.002025604248046875, 'memory': 0.001369476318359375}"
37,8.41608E+11,5,3.82098E+11,0,0,200,0,880,3.76665E+11,"{'cpus': 0.0014972686767578125, 'memory': 0.0008554458618164062}"
38,1.25127E+12,2,1.16647E+11,1,0,200,0,17,33179578311,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
39,1.38313E+12,5,3.14637E+11,2,0,360,2.61561E+11,1269,2.8716E+11,"{'cpus': 0.022308349609375, 'memory': 0.0013027191162109375}"
40,2.49109E+12,6,3.24695E+11,3,1,200,0,249,1.23152E+11,"{'cpus': 0.06591796875, 'memory': 0.009765625}"
41,4.09734E+11,3,3.79491E+11,1,0,103,0,3235,1.02984E+11,"{'cpus': 0.002288818359375, 'memory': 0.004364013671875}"
42,97005291483,0,2.21496E+11,2,0,360,2.21495E+11,1367,4702654259,"{'cpus': 0.0084381103515625, 'memory': 0.0013027191162109375}"
43,0,2,6776392008,3,0,200,5643440312,607,1.69665E+11,"{'cpus': 0.0, 'memory': 0.00597381591796875}"
44,2.02457E+12,3,1.28074E+11,2,0,25,0,246,1.74725E+11,"{'cpus': 0.002521514892578125, 'memory': 0.000331878662109375}"
45,1.76513E+12,0,3.20177E+11,2,0,200,0,3163,2458319344,"{'cpus': 0.00688934326171875, 'memory': 0.010894775390625}"
46,1.67573E+12,0,7.93077E+11,1,0,200,0,10445,83416752368,"{'cpus': 0.0004405975341796875, 'memory': 0.0094757080078125}"
47,0,0,2399970864,3,0,200,2399969941,3011,21392954124,"{'cpus': 0.003520965576171875, 'memory': 0.00409698486328125}"
48,65479712242,3,3.15268E+11,0,0,0,0,5662,17782220117,"{'cpus': 0.0081024169921875, 'memory': 0.00182342529296875}"
49,0,2,71429569,3,1,200,0,263,86269168,"{'cpus': 0.0653076171875, 'memory': 0.03125}"
50,1.50655E+12,6,3.58931E+11,0,0,103,0,2257,8901900,"{'cpus': 0.0018482208251953125, 'memory': 0.0012454986572265625}"
51,1.94133E+12,3,2.36368E+11,0,0,0,0,4449,3302786606,"{'cpus': 0.016204833984375, 'memory': 0.002605438232421875}"
52,1.82552E+12,6,1.56922E+11,3,1,200,0,305,265112831,"{'cpus': 0.17431640625, 'memory': 0.078125}"
53,1.99619E+12,0,2.36368E+11,0,0,0,0,16131,18828627042,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
54,1.64752E+12,2,2.85748E+11,0,0,0,0,18934,86252003,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
55,0,2,1.84202E+11,2,0,105,0,557,23099328435,"{'cpus': 0.00022029876708984375, 'memory': 0.001331329345703125}"
56,2.45117E+12,6,2.96522E+11,0,0,103,0,287,132141062,"{'cpus': 0.048583984375, 'memory': 0.00388336181640625}"
57,1.72449E+12,5,7.57929E+11,0,0,103,0,3105,5.50824E+11,"{'cpus': 0.009368896484375, 'memory': 0.002552032470703125}"
58,1.76304E+12,5,7.58264E+11,0,0,103,0,4870,291049891,"{'cpus': 0.009368896484375, 'memory': 0.002452850341796875}"
59,1.47687E+12,0,2.76564E+11,2,0,360,2.21495E+11,1933,21457866160,"{'cpus': 0.018798828125, 'memory': 0.0013027191162109375}"
60,1.98919E+12,2,2.36368E+11,0,0,0,0,32584,96941160923,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
61,1.79916E+12,2,1.16647E+11,1,0,200,0,17,1.44747E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
62,1.42814E+11,6,1.56922E+11,3,1,200,0,118,263759393,"{'cpus': 0.17431640625, 'memory': 0.078125}"
63,1.64577E+12,2,4.9499E+11,2,0,103,0,1214,43739203620,"{'cpus': 0.01214599609375, 'memory': 0.014129638671875}"
64,1.45912E+12,6,7.55687E+11,0,0,105,0,6763,84842847563,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
65,1.5834E+12,0,1.22697E+11,1,0,200,0,5012,46521283874,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
66,7.88657E+11,2,2.82156E+11,1,0,117,0,7014,3194173854,"{'cpus': 0.00566864013671875, 'memory': 0.0015621185302734375}"
67,6.21243E+11,5,3.58147E+11,2,0,360,3.30587E+11,1084,1.98556E+11,"{'cpus': 0.011474609375, 'memory': 0.0013027191162109375}"
68,2.04456E+12,5,2.21495E+11,2,0,360,2.21495E+11,1087,3704985080,"{'cpus': 0.021759033203125, 'memory': 0.0013027191162109375}"
69,7.53695E+11,3,7.96037E+11,0,0,0,0,3526,265112825,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
70,1.93113E+12,3,96110849886,1,0,200,96110842409,5225,2.73628E+11,"{'cpus': 0.0, 'memory': 0.00016498565673828125}"
71,6.39159E+11,0,1.16647E+11,1,0,200,0,17,1.3635E+11,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
72,1.45458E+12,6,7.55687E+11,0,0,105,0,2823,7.49218E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
73,1.45457E+12,6,7.55687E+11,0,0,105,0,7788,96120376,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
74,0,2,1.47075E+11,2,0,200,0,2186,1.88683E+11,"{'cpus': 0.0019378662109375, 'memory': 0.0002880096435546875}"
75,0,2,3.74676E+11,1,0,105,0,242,4451070218,"{'cpus': 0.008453369140625, 'memory': 0.00650787353515625}"
76,1.3589E+12,0,93247928673,3,0,200,0,2402,2.05191E+11,"{'cpus': 0.03521728515625, 'memory': 0.0106201171875}"
77,2.00172E+12,6,4.97734E+11,0,1,116,0,913,2.31365E+11,"{'cpus': 0.01873779296875, 'memory': 0.025665283203125}"
78,2.04471E+12,0,3.24708E+11,0,0,0,0,13631,6662418705,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
79,0,2,18214865480,3,0,199,18214828183,2509,45462204363,"{'cpus': 0.0, 'memory': 0.04339599609375}"
80,1.3764E+11,6,4.54521E+11,0,1,116,0,931,1.82481E+11,"{'cpus': 0.01629638671875, 'memory': 0.00373077392578125}"
81,1.91196E+12,3,21299367638,1,0,119,0,599,14107941,"{'cpus': 0.0528564453125, 'memory': 0.00848388671875}"
82,1.49413E+12,6,3.8493E+11,0,0,105,0,1609,1375897895,"{'cpus': 0.003696441650390625, 'memory': 0.00650787353515625}"
83,1.07219E+12,5,3.48547E+11,2,0,360,2.71642E+11,197,2.10002E+11,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}"
84,7.23623E+11,1,3.46556E+11,1,0,103,0,11661,78094657005,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
85,1.04874E+12,5,2.76843E+11,2,0,360,2.71642E+11,63,78094835756,"{'cpus': 0.020294189453125, 'memory': 0.0013027191162109375}"
86,1.43497E+12,2,7.9893E+11,2,0,360,6.98303E+11,2440,3647842128,"{'cpus': 0.0113677978515625, 'memory': 0.0013027191162109375}"
87,2.65217E+12,2,3.2803E+11,0,0,0,0,3514,8502684169,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
88,0,0,2.61321E+11,0,0,0,0,11305,6260337896,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
89,1.4783E+12,5,3.22067E+11,0,0,103,0,232,527527327,"{'cpus': 0.026580810546875, 'memory': 0.00247955322265625}"
90,1.824E+12,2,3.84651E+11,1,0,103,0,220,21307872,"{'cpus': 0.0110015869140625, 'memory': 0.00681304931640625}"
91,5.80867E+11,2,2.81296E+11,2,0,360,2.21495E+11,1486,2.64459E+11,"{'cpus': 0.020416259765625, 'memory': 0.0013027191162109375}"
92,2.58391E+12,3,3.70795E+11,0,0,0,0,2495,2.1E+11,"{'cpus': 0.0097198486328125, 'memory': 0.0022125244140625}"
93,2.48336E+12,0,1.98451E+11,3,0,200,0,687,39376905681,"{'cpus': 0.00405120849609375, 'memory': 0.0123748779296875}"
94,0,2,77793016507,2,0,103,0,3833,24196881615,"{'cpus': 0.018829345703125, 'memory': 0.0101165771484375}"
95,1.96519E+12,0,7.10255E+11,1,0,103,0,1759,61381493889,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
96,1.27411E+12,2,7.98206E+11,2,0,360,6.98303E+11,736,11275232688,"{'cpus': 0.01214599609375, 'memory': 0.0013027191162109375}"
97,1.67564E+12,3,39516992187,2,0,0,0,6272,35892175076,"{'cpus': 0.0023193359375, 'memory': 0.00020885467529296875}"
98,3.80123E+11,2,2.94545E+11,1,0,103,0,89,1.82151E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
99,1.4474E+12,2,2.84398E+11,1,0,117,0,297,37418022024,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
100,8.13816E+11,0,1.57857E+11,1,0,103,0,487,8663738103,"{'cpus': 0.03466796875, 'memory': 0.1041259765625}"
101,1.55875E+12,2,4.9499E+11,2,0,103,0,197,65798517702,"{'cpus': 0.01214599609375, 'memory': 0.0135345458984375}"
102,1.9735E+12,2,2.36368E+11,0,0,0,0,122641,29949532432,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
103,2.44297E+12,2,1.22697E+11,1,0,200,0,6512,1129048644,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
104,1.50656E+12,6,3.58931E+11,0,0,103,0,638,3197330525,"{'cpus': 0.0018482208251953125, 'memory': 0.001270294189453125}"
105,1.78931E+12,6,8.14964E+11,0,0,114,0,61,1131122624,"{'cpus': 0.0057220458984375, 'memory': 0.0015201568603515625}"
106,1.20016E+12,0,3.48556E+11,1,0,117,0,3935,10046744844,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
107,1.7598E+11,2,7.81076E+11,2,0,360,6.98303E+11,417,13857870785,"{'cpus': 0.0135040283203125, 'memory': 0.0013027191162109375}"
108,2.09644E+11,2,7.48934E+11,2,0,200,0,638,82165605126,"{'cpus': 0.013214111328125, 'memory': 0.01171875}"
109,1.80005E+12,3,3.14896E+11,1,0,200,0,1998,10367640338,"{'cpus': 0.010528564453125, 'memory': 0.001953125}"
110,7.38645E+11,4,7.48157E+11,2,0,117,0,0,30633297826,"{'cpus': 0.009765625, 'memory': 0.001750946044921875}"
111,1.73075E+12,5,7.57993E+11,0,0,103,0,1438,2.31225E+11,"{'cpus': 0.009368896484375, 'memory': 0.00254058837890625}"
112,0,2,1.56608E+11,2,0,205,1.56608E+11,16,28950100315,"{'cpus': 0.0089263916015625, 'memory': 0.00031757354736328125}"
113,1.89256E+12,5,4.97097E+11,0,0,103,0,1508,2.30452E+11,"{'cpus': 0.003787994384765625, 'memory': 0.008270263671875}"
114,2.57701E+12,2,2.9889E+11,0,0,0,0,4820,2.60389E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
115,5.84977E+11,5,7.81076E+11,2,0,360,6.98303E+11,1881,2.25508E+11,"{'cpus': 0.0146026611328125, 'memory': 0.0013027191162109375}"
116,2.35471E+12,6,3.68969E+11,0,0,118,0,1468,1557097462,"{'cpus': 0.01214599609375, 'memory': 0.00650787353515625}"
117,2.57592E+12,2,7.37254E+11,2,0,360,6.40849E+11,1372,6.66765E+11,"{'cpus': 0.0146026611328125, 'memory': 0.0013027191162109375}"
118,1.4776E+12,2,3.14894E+11,0,0,0,0,4362,1.57007E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
119,5.63535E+11,0,1.16647E+11,1,0,200,0,17,61193672853,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
120,5.6776E+11,0,2.60726E+11,2,0,360,2.21495E+11,1155,6222087410,"{'cpus': 0.0111541748046875, 'memory': 0.0013027191162109375}"
121,2.59571E+12,0,2.60698E+11,2,0,360,2.21495E+11,963,85656753,"{'cpus': 0.00679779052734375, 'memory': 0.0013027191162109375}"
122,2.51909E+12,3,1.93224E+11,2,0,103,0,175,20090181073,"{'cpus': 0.022003173828125, 'memory': 0.001529693603515625}"
123,7.23623E+11,1,3.46556E+11,1,0,103,0,16013,40273654136,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
124,1.51958E+11,6,4.56145E+11,1,1,103,0,653,21889148200,"{'cpus': 0.017242431640625, 'memory': 0.069091796875}"
125,1.44524E+12,5,4.80538E+11,2,0,360,3.69592E+11,449,18908528644,"{'cpus': 0.017578125, 'memory': 0.0013027191162109375}"
126,1.88413E+12,0,93247928673,3,0,200,0,18654,10267253950,"{'cpus': 0.03521728515625, 'memory': 0.0106201171875}"
127,1.4087E+12,0,7.10255E+11,1,0,103,0,19989,1.75812E+11,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
128,1.70941E+12,5,7.57793E+11,0,0,103,0,3040,1.36413E+11,"{'cpus': 0.009368896484375, 'memory': 0.002620697021484375}"
129,0,2,17629021599,3,0,200,17629021390,182,123224895,"{'cpus': 0.020263671875, 'memory': 0.01953125}"
130,2.4551E+12,3,2.40053E+11,0,0,0,0,32790,1.83733E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
131,1.29221E+12,0,1.98451E+11,3,0,200,0,318,1.55971E+11,"{'cpus': 0.00405120849609375, 'memory': 0.0123748779296875}"
132,1.30328E+12,1,3.30587E+11,2,1,101,0,2238,1579782802,"{'cpus': 0.022918701171875, 'memory': 0.03265380859375}"
133,1.25467E+12,2,2.28361E+11,1,0,117,0,9637,17006624930,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
134,1.73147E+12,5,3.30587E+11,2,0,360,3.30587E+11,786,92043472820,"{'cpus': 0.02288818359375, 'memory': 0.0013027191162109375}"
135,1.20703E+12,5,3.48547E+11,2,0,360,2.71642E+11,277,1.83234E+11,"{'cpus': 0.020172119140625, 'memory': 0.0013027191162109375}"
136,7.40716E+11,6,2.2187E+11,0,0,103,0,292,16006560697,"{'cpus': 0.01373291015625, 'memory': 0.022552490234375}"
137,1.77491E+12,3,3.19168E+11,1,0,119,3.19168E+11,1242,1.83302E+11,"{'cpus': 0.005279541015625, 'memory': 0.003047943115234375}"
138,0,2,1.47075E+11,2,0,200,0,357,291825213,"{'cpus': 0.00211334228515625, 'memory': 0.00036525726318359375}"
139,1.04721E+12,5,7.35991E+11,2,0,360,6.40849E+11,1536,5.57671E+11,"{'cpus': 0.017333984375, 'memory': 0.0013027191162109375}"
140,1.50642E+12,6,3.58931E+11,0,0,103,0,1575,5918947465,"{'cpus': 0.0018482208251953125, 'memory': 0.0012454986572265625}"
141,1.59691E+12,2,1.22697E+11,1,0,200,0,6795,1.70515E+11,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
142,2.91702E+11,6,7.40923E+11,0,0,103,0,340,7.15082E+11,"{'cpus': 0.0810546875, 'memory': 0.00443267822265625}"
143,1.47856E+12,5,3.22067E+11,0,0,103,0,281,430513591,"{'cpus': 0.026580810546875, 'memory': 0.00247955322265625}"
144,0,2,4741149133,2,0,200,0,5465,123088110,"{'cpus': 0.0014972686767578125, 'memory': 0.00033664703369140625}"
145,0,2,1.45248E+11,3,0,103,0,700,28709799591,"{'cpus': 0.00484466552734375, 'memory': 0.004150390625}"
146,0,0,18257359877,3,0,200,18214828183,2109,20581804791,"{'cpus': 0.002994537353515625, 'memory': 0.002231597900390625}"
147,3.61869E+11,0,2.88497E+11,3,0,200,2.88497E+11,5311,1.83286E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
148,3.80476E+11,0,2.88497E+11,3,0,200,2.88497E+11,8128,2.04612E+11,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
149,1.3936E+12,3,2.7643E+11,2,0,360,2.21495E+11,331,1.69324E+11,"{'cpus': 0.0111236572265625, 'memory': 0.0013027191162109375}"
150,2.39931E+12,2,2.9749E+11,0,0,0,0,30618,94432094248,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
151,7.23623E+11,1,3.46556E+11,1,0,103,0,15094,24206038673,"{'cpus': 0.04119873046875, 'memory': 0.0104217529296875}"
152,53183450258,5,2.21496E+11,2,0,360,2.21495E+11,1813,4236265862,"{'cpus': 0.0032196044921875, 'memory': 0.0013027191162109375}"
153,0,0,1.28381E+11,1,0,200,0,871,91995401452,"{'cpus': 0.017608642578125, 'memory': 0.0118255615234375}"
154,4.92943E+11,2,3.74676E+11,1,0,105,0,6318,2.49753E+11,"{'cpus': 0.0041351318359375, 'memory': 0.00572967529296875}"
155,1.83385E+12,3,39516992187,2,0,0,0,3658,81673719142,"{'cpus': 0.003017425537109375, 'memory': 0.00017642974853515625}"
156,35716612394,0,1.57857E+11,1,0,103,0,259,8664488996,"{'cpus': 0.026947021484375, 'memory': 0.1041259765625}"
157,0,2,4741149133,2,0,200,0,3627,10026404291,"{'cpus': 0.0014972686767578125, 'memory': 0.00033664703369140625}"
158,0,2,1.22697E+11,1,0,200,0,5044,32977891654,"{'cpus': 0.0133819580078125, 'memory': 0.0156097412109375}"
159,1.3166E+12,0,1.22697E+11,1,0,200,0,1191,78183474416,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
160,1.76612E+12,5,7.58264E+11,0,0,103,0,3576,103068681,"{'cpus': 0.009368896484375, 'memory': 0.002452850341796875}"
161,1.53926E+12,6,2.34915E+11,0,0,103,0,312,39182281273,"{'cpus': 0.05694580078125, 'memory': 0.0059661865234375}"
162,1.01907E+12,3,7.96037E+11,0,0,0,0,15719,2.25227E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
163,1.57293E+11,3,7.37327E+11,2,0,103,0,16288,66619107,"{'cpus': 0.00022029876708984375, 'memory': 0.0097503662109375}"
164,6.80482E+11,6,7.95465E+11,1,0,105,0,357,3648199110,"{'cpus': 0.0006160736083984375, 'memory': 0.003017425537109375}"
165,2.51893E+12,3,3.26996E+11,0,0,0,0,5947,3113948148,"{'cpus': 0.0097198486328125, 'memory': 0.0017528533935546875}"
166,0,0,18969797910,3,1,200,0,3303,2728006218,"{'cpus': 0.0081024169921875, 'memory': 0.0030059814453125}"
167,0,2,96110849886,1,0,200,96110842409,2580,26151925976,"{'cpus': 0.006072998046875, 'memory': 0.0013103485107421875}"
168,0,0,2.88497E+11,3,1,200,0,1657,19365601861,"{'cpus': 0.030364990234375, 'memory': 0.005096435546875}"
169,4.08938E+11,6,3.08338E+11,0,0,103,0,258,10085724597,"{'cpus': 0.016998291015625, 'memory': 0.021942138671875}"
170,1.07161E+12,2,7.38062E+11,2,0,360,6.40849E+11,305,2.32008E+11,"{'cpus': 0.017425537109375, 'memory': 0.0013027191162109375}"
171,2.36287E+12,3,4.99513E+11,1,0,103,0,10026,2.30452E+11,"{'cpus': 0.002376556396484375, 'memory': 0.002307891845703125}"
172,2.45661E+12,3,3.26996E+11,0,0,0,0,66885,3.00552E+11,"{'cpus': 0.00566864013671875, 'memory': 0.00262451171875}"
173,1.02642E+12,6,3.82939E+11,0,0,103,0,1332,20733600,"{'cpus': 0.008636474609375, 'memory': 0.001903533935546875}"
174,0,2,45822701222,2,0,119,0,734,17354352220,"{'cpus': 0.00440216064453125, 'memory': 0.003997802734375}"
175,2.42773E+12,5,3.99281E+11,1,0,103,0,1446,92003570375,"{'cpus': 0.0110015869140625, 'memory': 0.0016727447509765625}"
176,0,0,2.75445E+11,1,0,117,0,839,19300414385,"{'cpus': 0.00566864013671875, 'memory': 0.0015621185302734375}"
177,1.45722E+12,6,7.55687E+11,0,0,105,0,11233,1.74882E+11,"{'cpus': 0.00662994384765625, 'memory': 0.00368499755859375}"
178,5.67836E+11,5,2.21495E+11,2,0,360,2.21495E+11,483,6865881892,"{'cpus': 0.02081298828125, 'memory': 0.0013027191162109375}"
179,7.67341E+11,2,3.12211E+11,0,0,103,0,19207,514267268,"{'cpus': 0.002552032470703125, 'memory': 0.003704071044921875}"
180,2.70781E+11,3,1.28074E+11,2,0,0,0,2432,1.43094E+11,"{'cpus': 0.00260162353515625, 'memory': 0.00022792816162109375}"
181,5.50363E+11,3,3.10459E+11,1,0,117,0,12689,1229311446,"{'cpus': 0.0081024169921875, 'memory': 0.0014705657958984375}"
182,1.44468E+12,0,1.22697E+11,1,0,200,0,6585,15581944973,"{'cpus': 0.013214111328125, 'memory': 0.00521087646484375}"
183,2.4326E+12,0,2.97491E+11,1,0,117,0,5281,3193824996,"{'cpus': 0.00566864013671875, 'memory': 0.0015621185302734375}"
184,1.25678E+12,0,2.88497E+11,3,0,200,2.88497E+11,2387,78094704691,"{'cpus': 0.0081024169921875, 'memory': 0.003856658935546875}"
185,1.47806E+12,3,56150543601,0,0,103,0,2558,16521955143,"{'cpus': 0.0008096694946289062, 'memory': 0.0008897781372070312}"
186,2.0667E+12,5,7.37254E+11,2,0,360,6.40849E+11,1386,27359395493,"{'cpus': 0.0144805908203125, 'memory': 0.0013027191162109375}"
187,7.2446E+11,3,1.28074E+11,2,0,25,0,246,10215918,"{'cpus': 0.002521514892578125, 'memory': 0.00034999847412109375}"
188,1.13411E+12,5,2.6156E+11,2,0,360,2.21495E+11,941,10451815891,"{'cpus': 0.01116943359375, 'memory': 0.0013027191162109375}"
189,1.43153E+12,2,8.00553E+11,2,0,360,6.98303E+11,1397,13789088358,"{'cpus': 0.0114593505859375, 'memory': 0.0013027191162109375}"
190,1.4288E+12,6,2.86424E+11,1,1,101,0,505,10117439803,"{'cpus': 0.0316162109375, 'memory': 0.003368377685546875}"
191,7.54447E+11,6,3.76746E+11,0,1,200,0,54,3.46047E+11,"{'cpus': 0.0079193115234375, 'memory': 0.002857208251953125}"
192,2.04088E+12,0,2.36368E+11,0,0,0,0,19455,153939480,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
193,1.71665E+12,2,3.84651E+11,1,0,103,0,1269,2960875737,"{'cpus': 0.0110015869140625, 'memory': 0.00594329833984375}"
194,0,2,2.90147E+11,3,0,200,0,1034,80219080040,"{'cpus': 0.0088043212890625, 'memory': 0.00390625}"
195,22323078182,0,7.10255E+11,1,0,103,0,15647,856226983,"{'cpus': 0.0066070556640625, 'memory': 0.00521087646484375}"
196,1.08548E+12,5,7.0897E+11,2,0,360,6.40849E+11,432,61374519675,"{'cpus': 0.017425537109375, 'memory': 0.0013027191162109375}"
197,1.97317E+12,2,2.36368E+11,0,0,0,0,81854,121738408,"{'cpus': 0.0081024169921875, 'memory': 0.003612518310546875}"
198,0,2,67285021809,3,0,200,67285021156,330,1.89748E+11,"{'cpus': 0.0008802413940429688, 'memory': 0.001026153564453125}"
199,1.07293E+12,0,1.16647E+11,1,0,200,0,17,27364648584,"{'cpus': 0.00113677978515625, 'memory': 0.00650787353515625}"
